username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2012-05-19 06:49;0;0;"just done a psychometric test. i am an ' istj ' apparently. http:// typelogic.com/istj.html";;;;"203844877061066752";https://twitter.com/hammijam/status/203844877061066752
;2012-05-17 11:04;0;0;"@AndreaJWenger Did you tag your presentation for #stc12 ? That way, it will appear at http:// summit.stc.org/slideshare/ . I am an ISTJ .";;@AndreaJWenger;#stc12;"203184148100284416";https://twitter.com/TheGreatAuthor/status/203184148100284416
;2012-05-07 11:19;0;0;"I am an ISTJ ... what are you? http:// similarminds.com/jung.html";;;;"199564210986942465";https://twitter.com/TracyMorgan_27/status/199564210986942465
;2012-05-07 10:55;0;0;"I am the 1%. I am an #ISTJ";;;#ISTJ;"199557994126651392";https://twitter.com/MikMarieHall/status/199557994126651392
;2012-04-30 10:22;0;0;"@DiscoPriest Apparently I am an ISTJ .";;@DiscoPriest;;"197013052070166531";https://twitter.com/jedsblog/status/197013052070166531
;2012-04-27 07:40;0;0;"@cyriljones ENFP? I am an ENFP in an ISTJ world -auditors";;@cyriljones;;"195885146992422912";https://twitter.com/meintweet/status/195885146992422912
;2012-04-24 19:36;0;0;"I am an ISTJ http://www. humanmetrics.com/cgi-win/JTypes 1.htm …";;;;"194978260143177728";https://twitter.com/Hoainam_N/status/194978260143177728
;2012-04-18 15:41;0;0;"RT @MoreAndAgain : I am proud. RT @CurttS ISTJ flow. RT @HuffingtonPost : Why you should be proud to be an introvert http:// huff.to/HPDIdH";;@MoreAndAgain @CurttS @HuffingtonPost;;"192744634575888384";https://twitter.com/LoveNamedMe/status/192744634575888384
;2012-04-18 14:22;1;2;"I am proud. RT @CurttS ISTJ flow. RT @HuffingtonPost : Why you should be proud to be an introvert http:// huff.to/HPDIdH";;@CurttS @HuffingtonPost;;"192724751804928000";https://twitter.com/MoreAndAgain/status/192724751804928000
;2012-04-10 09:38;0;0;"apparently i am an ISTJ #myersbriggs";;;#myersbriggs;"189754202375995392";https://twitter.com/vicbria/status/189754202375995392
;2012-04-04 15:27;0;0;"@singlema I am an ISTJ . The description was shockingly accurate. https://www. personalitypage.com/html/ISTJ.html";;@singlema;;"187667738087530496";https://twitter.com/SimplyB/status/187667738087530496
;2012-04-04 07:52;0;0;"I am an ISTJ .";;;;"187553136943185920";https://twitter.com/oldirtyharpo/status/187553136943185920
;2012-04-02 19:10;0;0;"Noticing more than ever how much of an ISTJ I am ! I'm not sure if it's is a good thing or not. lol #mbti #ssvalumni";;;#mbti #ssvalumni;"186999204802080768";https://twitter.com/alyakutik/status/186999204802080768
